,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,type_of_combined_shot
7247,8,3,0,0.436329588,36,40,,0.396062729,0.405921777,0.401068702,Manchester United,18-03-2005,1,7248,0.316666667
7248,4,3,0,0.436329588,37,44,1,0.519510829,0.338028169,0.338690237,Manchester United,18-03-2005,1,7249,0.28
7249,2,3,0,0.436329588,33,46,0,0.3740625,0.338028169,0.338690237,Manchester United,18-03-2005,1,7250,0.392125818
7250,0,4,0,0.436329588,27,45,0,0.3740625,0.338028169,0.338690237,Manchester United,18-03-2005,1,7251,0.392125818
7251,0,4,0,0.436329588,3,39,1,0.519510829,0.405921777,0.401068702,Manchester United,18-03-2005,1,7252,0.690763052
7252,10,1,0,0.436329588,37,39,0,0.519510829,0.453272287,0.401068702,Manchester United,20-03-2005,0,7253,0.392125818
7253,10,1,0,0.436329588,30,35,0,0.519510829,0.405921777,0.433519553,Manchester United,20-03-2005,0,7254,0.359649123
7254,10,1,0,0.436329588,21,20,1,0.519510829,0.608734245,0.567672703,Manchester United,20-03-2005,0,7255,0.414473684
7255,7,1,0,0.436329588,53,20,0,0.519510829,0.608734245,0.567672703,Manchester United,20-03-2005,0,7256,0.377292576
7256,7,1,0,0.436329588,47,35,1,0.396062729,0.405921777,0.433519553,Manchester United,20-03-2005,0,7257,0.392125818
7257,6,1,0,0.436329588,1,28,1,0.519510829,0.453272287,0.433519553,Manchester United,20-03-2005,0,7258,0.392125818
7258,2,1,0,0.436329588,34,32,0,0.396062729,0.405921777,0.433519553,Manchester United,20-03-2005,0,7259,0.577617329
7259,2,1,0,0.436329588,3,20,1,0.519510829,0.608734245,0.567672703,Manchester United,20-03-2005,0,7260,0.667808219
7260,5,2,0,0.436329588,31,20,,0.519510829,0.608734245,0.567672703,Manchester United,20-03-2005,0,7261,0.377292576
7261,3,2,0,0.436329588,56,25,0,0.519510829,0.453272287,0.567672703,Manchester United,20-03-2005,0,7262,0.392125818
7262,9,3,0,0.436329588,44,20,1,0.519510829,0.608734245,0.567672703,Manchester United,20-03-2005,0,7263,0.377292576
7263,7,3,0,0.436329588,59,46,,0.3740625,0.338028169,0.338690237,Manchester United,20-03-2005,0,7264,0.392125818
7264,8,4,0,0.436329588,24,44,1,0.384269068,0.338028169,0.338690237,Manchester United,20-03-2005,0,7265,0.392125818
7265,7,4,0,0.436329588,46,47,,0.384269068,0.338028169,0.338690237,Manchester United,20-03-2005,0,7266,0.392125818
7266,6,4,0,0.436329588,38,45,1,0.384269068,0.338028169,0.338690237,Manchester United,20-03-2005,0,7267,0.312859885
7267,5,4,0,0.436329588,53,33,1,0.396062729,0.338028169,0.433519553,Manchester United,20-03-2005,0,7268,0.392125818
7268,4,4,0,0.436329588,52,46,0,0.384269068,0.338028169,0.338690237,Manchester United,20-03-2005,0,7269,0.312859885
7269,2,4,0,0.436329588,25,46,1,0.3740625,0.338028169,0.338690237,Manchester United,20-03-2005,0,7270,0.392125818
7270,1,4,0,0.436329588,25,46,0,0.3740625,0.338028169,0.338690237,Manchester United,20-03-2005,0,7271,0.578431373
7271,1,4,0,0.436329588,20,20,1,0.519510829,0.608734245,0.567672703,Manchester United,20-03-2005,0,7272,0.60252996
7272,0,4,0,0.436329588,22,44,0,0.3740625,0.338028169,0.338690237,Manchester United,20-03-2005,0,7273,0.333333333
7273,0,4,0,0.436329588,16,44,,0.3740625,0.338028169,0.338690237,Manchester United,20-03-2005,0,7274,0.551282051
7274,0,4,0,0.436329588,8,45,0,0.384269068,0.338028169,0.338690237,Manchester United,20-03-2005,0,7275,0.392125818
7275,11,1,0,0.436329588,18,38,1,0.401907357,0.405921777,0.401068702,Manchester United,22-03-2005,1,7276,0.392125818
7276,10,1,0,0.436329588,18,40,0,0.384269068,0.405921777,0.401068702,Manchester United,22-03-2005,1,7277,0.300813008
7277,8,1,0,0.436329588,18,20,,0.519510829,0.608734245,0.567672703,Manchester United,22-03-2005,1,7278,0.377292576
7278,3,1,0,0.436329588,57,24,,0.519510829,0.453272287,0.567672703,Manchester United,22-03-2005,1,7279,0.303571429
7279,3,1,0,0.436329588,15,37,1,0.396062729,0.405921777,0.401068702,Manchester United,22-03-2005,1,7280,0.527075812
7280,7,2,0,0.436329588,27,45,0,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7281,0.341269841
7281,5,2,0,0.436329588,59,44,1,0.3740625,0.338028169,0.338690237,Manchester United,22-03-2005,1,7282,0.312859885
7282,4,2,0,0.436329588,30,44,1,0.3740625,0.338028169,0.338690237,Manchester United,22-03-2005,1,7283,0.31147541
7283,3,2,0,0.436329588,53,43,1,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7284,0.411392405
7284,2,2,0,0.436329588,53,44,1,0.3740625,0.338028169,0.338690237,Manchester United,22-03-2005,1,7285,0.297297297
7285,0,2,0,0.436329588,10,45,1,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7286,0.312859885
7286,7,3,0,0.436329588,58,46,1,0.3740625,0.338028169,0.338690237,Manchester United,22-03-2005,1,7287,0.392125818
7287,7,3,0,0.436329588,15,43,0,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7288,0.267241379
7288,3,3,0,0.436329588,17,48,1,0.3740625,0.338028169,0.338690237,Manchester United,22-03-2005,1,7289,0.275
7289,2,3,0,0.436329588,5,44,1,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7290,0.28
7290,0,3,0,0.436329588,5,44,1,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7291,0.414473684
7291,0,3,0,0.436329588,5,26,1,0.519510829,0.453272287,0.567672703,Manchester United,22-03-2005,1,7292,0.392125818
7292,11,4,0,0.436329588,40,44,,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7293,0.392125818
7293,9,4,0,0.436329588,20,44,0,0.384269068,0.338028169,0.338690237,Manchester United,22-03-2005,1,7294,0.312859885
7294,8,4,0,0.436329588,53,20,0,0.519510829,0.338028169,0.567672703,Manchester United,22-03-2005,1,7295,0.377292576
7295,8,4,0,0.436329588,47,20,1,0.519510829,0.608734245,0.567672703,Manchester United,22-03-2005,1,7296,0.377292576
7296,8,4,0,0.436329588,2,38,,0.396062729,0.405921777,0.401068702,Manchester United,22-03-2005,1,7297,0.514395393
7297,7,4,0,0.436329588,26,41,1,0.384269068,0.405921777,0.401068702,Manchester United,22-03-2005,1,7298,0.28
7298,2,4,0,0.436329588,44,44,0,0.384269068,0.405921777,0.338690237,Manchester United,22-03-2005,1,7299,0.392125818
7299,1,4,0,0.436329588,57,20,0,0.519510829,0.608734245,0.567672703,Manchester United,22-03-2005,1,7300,0.60252996
7300,0,4,0,0.436329588,42,48,0,0.3740625,0.338028169,0.338690237,Manchester United,22-03-2005,1,7301,0.392125818
7301,10,1,0,0.436329588,2,45,0,0.3740625,0.338028169,0.338690237,Manchester United,24-03-2005,1,7302,0.408163265
7302,9,1,0,0.436329588,51,20,1,0.519510829,0.608734245,0.567672703,Manchester United,24-03-2005,1,7303,0.814352574
7303,9,1,0,0.436329588,20,20,1,0.519510829,0.608734245,0.567672703,Manchester United,24-03-2005,1,7304,0.501858736
7304,6,1,0,0.436329588,42,32,1,0.519510829,0.453272287,0.433519553,Manchester United,24-03-2005,1,7305,0.392125818
7305,10,2,0,0.436329588,10,32,0,0.396062729,0.405921777,0.433519553,Manchester United,24-03-2005,1,7306,0.514395393
7306,9,2,0,0.436329588,8,20,0,0.519510829,0.608734245,0.567672703,Manchester United,24-03-2005,1,7307,0.26446281
7307,7,2,0,0.436329588,7,29,1,0.401907357,0.453272287,0.433519553,Manchester United,24-03-2005,1,7308,0.392125818
7308,6,2,0,0.436329588,34,44,0,0.384269068,0.338028169,0.338690237,Manchester United,24-03-2005,1,7309,0.392125818
7309,1,2,0,0.436329588,4,36,0,0.401907357,0.405921777,0.401068702,Manchester United,24-03-2005,1,7310,0.392125818
7310,5,3,0,0.436329588,30,51,0,0.519510829,0.338028169,0.338690237,Manchester United,24-03-2005,1,7311,0.392125818
7311,4,3,0,0.436329588,15,20,,0.519510829,0.608734245,0.567672703,Manchester United,24-03-2005,1,7312,0.60252996
7312,1,3,0,0.436329588,57,27,,0.519510829,0.453272287,0.567672703,Manchester United,24-03-2005,1,7313,0.527075812
7313,8,4,0,0.436329588,37,44,0,0.384269068,0.338028169,0.567672703,Manchester United,24-03-2005,1,7314,0.392125818
7314,7,1,0,0.436329588,22,48,,0.384269068,0.338028169,0.567672703,Manchester United,27-03-2005,0,7315,0.312859885
7315,2,1,0,0.436329588,26,45,1,0.3740625,0.338028169,0.567672703,Manchester United,27-03-2005,0,7316,0.460992908
7316,7,2,0,0.436329588,30,45,1,0.3740625,0.338028169,0.338690237,Manchester United,27-03-2005,0,7317,0.25
7317,7,2,0,0.436329588,30,46,1,0.519510829,0.338028169,0.338690237,Manchester United,27-03-2005,0,7318,0.392125818
7318,4,2,0,0.436329588,30,47,0,0.384269068,0.338028169,0.338690237,Manchester United,27-03-2005,0,7319,0.312859885
7319,0,2,0,0.436329588,30,47,1,0.384269068,0.338028169,0.338690237,Manchester United,27-03-2005,0,7320,0.392125818
7320,0,2,0,0.436329588,5,45,0,0.519510829,0.338028169,0.338690237,Manchester United,27-03-2005,0,7321,0.392125818
7321,10,3,0,0.436329588,47,38,,0.3740625,0.405921777,0.401068702,Manchester United,27-03-2005,0,7322,0.392125818
7322,9,3,0,0.436329588,3,20,,0.3740625,0.608734245,0.567672703,Manchester United,27-03-2005,0,7323,0.377292576
7323,6,3,0,0.436329588,56,27,1,0.519510829,0.453272287,0.567672703,Manchester United,27-03-2005,0,7324,0.577617329
7324,4,3,0,0.436329588,52,20,1,0.519510829,0.608734245,0.567672703,Manchester United,27-03-2005,0,7325,0.60252996
7325,10,4,0,0.436329588,51,20,,0.519510829,0.608734245,0.567672703,Manchester United,27-03-2005,0,7326,0.414473684
7326,10,4,0,0.436329588,20,45,1,0.3740625,0.338028169,0.338690237,Manchester United,27-03-2005,0,7327,0.576419214
7327,9,4,0,0.436329588,34,47,0,0.3740625,0.338028169,0.338690237,Manchester United,27-03-2005,0,7328,0.313559322
7328,9,4,0,0.436329588,12,20,0,0.519510829,0.608734245,0.567672703,Manchester United,27-03-2005,0,7329,0.377292576
7329,6,4,0,0.436329588,42,20,0,0.519510829,0.608734245,0.567672703,Manchester United,27-03-2005,0,7330,0.60252996
7330,5,4,0,0.436329588,31,30,0,0.401907357,0.453272287,0.433519553,Manchester United,27-03-2005,0,7331,0.392125818
7331,4,4,0,0.436329588,47,45,1,0.384269068,0.338028169,0.338690237,Manchester United,27-03-2005,0,7332,0.392125818
7332,4,4,0,0.436329588,13,20,1,0.519510829,0.608734245,0.567672703,Manchester United,27-03-2005,0,7333,0.60252996
7333,3,4,0,0.436329588,47,46,,0.384269068,0.338028169,0.338690237,Manchester United,27-03-2005,0,7334,0.392125818
7334,1,4,0,0.436329588,20,45,0,0.384269068,0.338028169,0.338690237,Manchester United,27-03-2005,0,7335,0.300813008
7335,0,4,0,0.436329588,53,47,0,0.3740625,0.338028169,0.338690237,Manchester United,27-03-2005,0,7336,0.281553398
7336,10,1,0,0.436329588,21,20,1,0.519510829,0.608734245,0.567672703,Manchester United,29-03-2005,0,7337,0.690763052
7337,9,1,0,0.436329588,8,45,1,0.3740625,0.338028169,0.338690237,Manchester United,29-03-2005,0,7338,0.387387387
7338,8,1,0,0.436329588,38,44,0,0.396062729,0.374449339,0.338690237,Manchester United,29-03-2005,0,7339,0.312859885
7339,7,1,0,0.436329588,6,20,0,0.519510829,0.608734245,0.567672703,Manchester United,29-03-2005,0,7340,0.411392405
7340,1,1,0,0.436329588,30,45,,0.3740625,0.338028169,0.338690237,Manchester United,29-03-2005,0,7341,0.814352574
7341,0,1,0,0.436329588,0,60,0,0.054054054,0.338028169,0.078947368,Manchester United,29-03-2005,0,7342,0.392125818
7342,5,2,0,0.436329588,48,20,1,0.519510829,0.608734245,0.567672703,Manchester United,29-03-2005,0,7343,0.667808219
7343,2,2,0,0.436329588,53,25,0,0.519510829,0.453272287,0.567672703,Manchester United,29-03-2005,0,7344,0.468926554
7344,1,2,0,0.436329588,32,28,1,0.396062729,0.453272287,0.433519553,Manchester United,29-03-2005,0,7345,0.392125818
7345,8,3,0,0.436329588,19,20,1,0.519510829,0.608734245,0.567672703,Manchester United,29-03-2005,0,7346,0.60252996
7346,5,3,0,0.436329588,24,20,1,0.519510829,0.608734245,0.567672703,Manchester United,29-03-2005,0,7347,0.377292576
7347,4,3,0,0.436329588,8,44,1,0.3740625,0.338028169,0.338690237,Manchester United,29-03-2005,0,7348,0.392125818
7348,3,3,0,0.436329588,40,20,1,0.519510829,0.608734245,0.567672703,Manchester United,29-03-2005,0,7349,0.60252996
7349,2,3,0,0.436329588,56,33,0,0.396062729,0.405921777,0.433519553,Manchester United,29-03-2005,0,7350,0.392125818
7350,1,3,0,0.436329588,30,47,0,0.3740625,0.338028169,0.338690237,Manchester United,29-03-2005,0,7351,0.377292576
7351,7,4,0,0.436329588,1,45,1,0.3740625,0.338028169,0.338690237,Manchester United,29-03-2005,0,7352,0.577617329
7352,0,4,0,0.436329588,58,41,1,0.3740625,0.405921777,0.401068702,Manchester United,29-03-2005,0,7353,0.392125818
7353,11,1,0,0.436329588,48,45,1,0.3740625,0.338028169,0.338690237,Manchester United,31-03-2005,0,7354,0.325581395
7354,10,1,0,0.436329588,15,31,0,0.396062729,0.453272287,0.433519553,Manchester United,31-03-2005,0,7355,0.392125818
7355,10,1,0,0.436329588,27,26,0,0.519510829,0.453272287,0.567672703,Manchester United,31-03-2005,0,7356,0.312859885
7356,5,1,0,0.436329588,44,45,0,0.384269068,0.338028169,0.338690237,Manchester United,31-03-2005,0,7357,0.468926554
7357,0,1,0,0.436329588,33,46,0,0.384269068,0.338028169,0.338690237,Manchester United,31-03-2005,0,7358,0.392125818
7358,3,2,0,0.436329588,15,20,,0.519510829,0.608734245,0.567672703,Manchester United,31-03-2005,0,7359,0.60252996
7359,3,3,0,0.436329588,14,41,0,0.396062729,0.405921777,0.567672703,Manchester United,31-03-2005,0,7360,0.5
7360,6,3,0,0.436329588,54,34,,0.396062729,0.405921777,0.433519553,Manchester United,31-03-2005,0,7361,0.67761807
7361,6,3,0,0.436329588,7,46,1,0.384269068,0.338028169,0.338690237,Manchester United,31-03-2005,0,7362,0.333333333
7362,2,3,0,0.436329588,34,20,,0.519510829,0.608734245,0.567672703,Manchester United,31-03-2005,0,7363,0.377292576
7363,2,3,0,0.436329588,0,20,0,0.519510829,0.608734245,0.567672703,Manchester United,31-03-2005,0,7364,0.377292576
7364,10,4,0,0.436329588,27,37,,0.384269068,0.405921777,0.401068702,Manchester United,31-03-2005,0,7365,0.392125818
7365,10,4,0,0.436329588,37,43,0,0.396062729,0.374449339,0.338690237,Manchester United,31-03-2005,0,7366,0.348039216
7366,7,4,0,0.436329588,27,29,1,0.519510829,0.453272287,0.433519553,Manchester United,31-03-2005,0,7367,0.67761807
7367,3,4,0,0.436329588,46,29,0,0.3740625,0.338028169,0.338690237,Manchester United,31-03-2005,0,7368,0.267241379
7368,3,4,0,0.436329588,13,45,1,0.384269068,0.338028169,0.338690237,Manchester United,31-03-2005,0,7369,0.392125818
7369,5,26.36,0,0.436329588,35,45,0,0.3740625,0.338028169,0.338690237,Manchester United,02-04-2005,1,7370,0.25
7370,5,1,0,0.436329588,45,36,,0.401907357,0.405921777,0.401068702,Manchester United,02-04-2005,1,7371,0.392125818
7371,1,1,0,0.436329588,47,22,0,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7372,0.426751592
7372,0,1,0,0.436329588,3,44,0,0.519510829,0.338028169,0.338690237,Manchester United,02-04-2005,1,7373,0.435483871
7373,0,2,0,0.436329588,0,21,0,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7374,0.60252996
7374,5,2,0,0.436329588,15,21,1,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7375,0.60252996
7375,11,3,0,0.436329588,9,21,1,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7376,0.501858736
7376,9,3,0,0.436329588,4,44,,0.384269068,0.338028169,0.338690237,Manchester United,02-04-2005,1,7377,0.312859885
7377,8,3,0,0.436329588,19,20,0,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7378,0.60252996
7378,1,3,0,0.436329588,19,20,1,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7379,0.377292576
7379,9,4,0,0.436329588,27,44,1,0.3740625,0.338028169,0.338690237,Manchester United,02-04-2005,1,7380,0.392125818
7380,7,4,0,0.436329588,32,37,0,0.3740625,0.405921777,0.401068702,Manchester United,02-04-2005,1,7381,0.392125818
7381,7,4,0,0.436329588,0,20,1,0.519510829,0.405921777,0.567672703,Manchester United,02-04-2005,1,7382,0.814352574
7382,6,4,0,0.436329588,4,45,,0.519510829,0.338028169,0.338690237,Manchester United,02-04-2005,1,7383,0.392125818
7383,5,4,0,0.436329588,51,20,1,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7384,0.60252996
7384,4,4,0,0.436329588,51,24,0,0.519510829,0.453272287,0.567672703,Manchester United,02-04-2005,1,7385,0.325581395
7385,3,4,0,0.436329588,45,24,0,0.519510829,0.608734245,0.567672703,Manchester United,02-04-2005,1,7386,0.60252996
7386,3,4,0,0.436329588,34,44,0,0.384269068,0.338028169,0.338690237,Manchester United,02-04-2005,1,7387,0.392125818
7387,0,4,0,0.436329588,0,37,0,0.384269068,0.405921777,0.401068702,Manchester United,02-04-2005,1,7388,0.392125818
7388,11,1,0,0.436329588,28,45,0,0.3740625,0.338028169,0.338690237,Manchester United,03-04-2005,1,7389,0.419847328
7389,10,1,0,0.436329588,57,20,,0.519510829,0.608734245,0.567672703,Manchester United,03-04-2005,1,7390,0.377292576
7390,10,1,0,0.436329588,2,40,0,0.3740625,0.608734245,0.401068702,Manchester United,03-04-2005,1,7391,0.468926554
7391,7,1,0,0.436329588,44,20,1,0.519510829,0.608734245,0.567672703,Manchester United,03-04-2005,1,7392,0.60252996
7392,7,1,0,0.436329588,52,20,,0.519510829,0.608734245,0.567672703,Manchester United,03-04-2005,1,7393,0.60252996
7393,5,1,0,0.436329588,17,45,0,0.3740625,0.338028169,0.338690237,Manchester United,03-04-2005,1,7394,0.341269841
7394,4,1,0,0.436329588,46,20,1,0.519510829,0.608734245,0.567672703,Manchester United,03-04-2005,1,7395,0.377292576
7395,3,1,0,0.436329588,5,48,0,0.3740625,0.338028169,0.338690237,Manchester United,03-04-2005,1,7396,0.297297297
7396,11,1,0,0.436329588,49,46,0,0.3740625,0.338028169,0.338690237,Manchester United,07-04-2005,0,7397,0.392125818
7397,7,1,0,0.436329588,53,26,,0.519510829,0.453272287,0.567672703,Manchester United,07-04-2005,0,7398,0.577617329
7398,6,1,0,0.436329588,28,37,1,0.3740625,0.405921777,0.401068702,Manchester United,07-04-2005,0,7399,0.392125818
7399,5,1,0,0.436329588,55,20,0,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7400,0.814352574
7400,5,1,0,0.436329588,49,20,0,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7401,0.60252996
7401,5,1,0,0.436329588,27,31,0,0.401907357,0.405921777,0.433519553,Manchester United,07-04-2005,0,7402,0.527075812
7402,3,83.36,0,0.436329588,25,20,1,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7403,0.814352574
7403,3,1,0,0.436329588,4,44,0,0.384269068,0.338028169,0.338690237,Manchester United,07-04-2005,0,7404,0.392125818
7404,1,1,0,0.436329588,14,28,,0.519510829,0.453272287,0.433519553,Manchester United,07-04-2005,0,7405,0.392125818
7405,4,2,0,0.436329588,14,20,0,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7406,0.377292576
7406,3,2,0,0.436329588,26,39,0,0.384269068,0.608734245,0.401068702,Manchester United,07-04-2005,0,7407,0.392125818
7407,6,3,0,0.436329588,11,20,0,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7408,0.576419214
7408,3,3,0,0.436329588,57,45,0,0.3740625,0.338028169,0.338690237,Manchester United,07-04-2005,0,7409,0.392125818
7409,1,3,0,0.436329588,38,20,,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7410,0.60252996
7410,8,4,0,0.436329588,33,42,1,0.401907357,0.332307692,0.338690237,Manchester United,07-04-2005,0,7411,0.408163265
7411,7,4,0,0.436329588,16,20,0,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7412,0.60252996
7412,4,4,0,0.436329588,35,45,1,0.384269068,0.338028169,0.338690237,Manchester United,07-04-2005,0,7413,0.392125818
7413,3,4,0,0.436329588,57,46,0,0.384269068,0.338028169,0.338690237,Manchester United,07-04-2005,0,7414,0.297297297
7414,2,4,0,0.436329588,44,20,,0.519510829,0.608734245,0.567672703,Manchester United,07-04-2005,0,7415,0.377292576
7415,10,1,0,0.436329588,22,20,0,0.519510829,0.608734245,0.567672703,Manchester United,08-04-2005,1,7416,0.60252996
7416,10,1,0,0.436329588,6,45,1,0.384269068,0.338028169,0.338690237,Manchester United,08-04-2005,1,7417,0.312859885
7417,8,1,0,0.436329588,44,38,0,0.3740625,0.338028169,0.401068702,Manchester United,08-04-2005,1,7418,0.297297297
7418,2,1,0,0.436329588,5,26,1,0.519510829,0.453272287,0.567672703,Manchester United,08-04-2005,1,7419,0.392125818
7419,11,2,0,0.436329588,25,44,0,0.384269068,0.338028169,0.338690237,Manchester United,08-04-2005,1,7420,0.392125818
7420,5,2,0,0.436329588,34,20,1,0.519510829,0.608734245,0.567672703,Manchester United,08-04-2005,1,7421,0.411392405
7421,5,2,0,0.436329588,0,46,1,0.519510829,0.338028169,0.338690237,Manchester United,08-04-2005,1,7422,0.392125818
7422,10,3,0,0.436329588,51,23,1,0.519510829,0.608734245,0.567672703,Manchester United,08-04-2005,1,7423,0.392125818
7423,9,3,0,0.436329588,13,31,1,0.401907357,0.453272287,0.433519553,Manchester United,08-04-2005,1,7424,0.460992908
7424,8,3,0,0.436329588,41,45,0,0.3740625,0.338028169,0.338690237,Manchester United,08-04-2005,1,7425,0.316939891
7425,8,3,0,0.436329588,9,43,1,0.401907357,0.332307692,0.338690237,Manchester United,08-04-2005,1,7426,0.300813008
7426,5,3,0,0.436329588,0,43,0,0.401907357,0.332307692,0.338690237,Manchester United,08-04-2005,1,7427,0.392125818
7427,0,3,0,0.436329588,10,45,0,0.519510829,0.332307692,0.338690237,Manchester United,08-04-2005,1,7428,0.390625
7428,10,4,0,0.436329588,51,46,1,0.3740625,0.338028169,0.338690237,Manchester United,08-04-2005,1,7429,0.5
7429,9,4,0,0.436329588,5,43,1,0.401907357,0.332307692,0.338690237,Manchester United,08-04-2005,1,7430,0.392125818
7430,7,4,0,0.436329588,25,20,1,0.519510829,0.608734245,0.567672703,Manchester United,08-04-2005,1,7431,0.60252996
7431,6,4,0,0.436329588,58,24,1,0.519510829,0.453272287,0.567672703,Manchester United,08-04-2005,1,7432,0.67761807
7432,6,4,0,0.436329588,36,23,0,0.519510829,0.608734245,0.567672703,Manchester United,08-04-2005,1,7433,0.392125818
7433,4,4,0,0.436329588,22,25,,0.519510829,0.453272287,0.567672703,Manchester United,08-04-2005,1,7434,0.392125818
7434,4,4,0,0.436329588,4,20,,0.519510829,0.608734245,0.567672703,Manchester United,08-04-2005,1,7435,0.60252996
7435,3,4,0,0.436329588,22,48,1,0.384269068,0.338028169,0.338690237,Manchester United,08-04-2005,1,7436,0.501858736
7436,1,4,0,0.436329588,41,46,1,0.3740625,0.338028169,0.338690237,Manchester United,08-04-2005,1,7437,0.5
7437,11,1,0,0.436329588,44,44,,0.3740625,0.338028169,0.338690237,Manchester United,10-04-2005,1,7438,0.392125818
7438,9,1,0,0.436329588,31,20,0,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7439,0.60252996
7439,6,1,0,0.436329588,28,20,0,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7440,0.60252996
7440,5,1,0,0.436329588,20,20,1,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7441,0.60252996
7441,3,1,0,0.436329588,50,68.4,0,0.401907357,0.405921777,0.433519553,Manchester United,10-04-2005,1,7442,0.392125818
7442,3,1,0,0.436329588,9,20,1,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7443,0.576419214
7443,2,1,0,0.436329588,45,20,1,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7444,0.60252996
7444,0,1,0,0.436329588,42,20,1,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7445,0.60252996
7445,0,1,0,0.436329588,0,39,1,0.396062729,0.405921777,0.401068702,Manchester United,10-04-2005,1,7446,0.392125818
7446,11,2,0,0.436329588,22,29,,0.396062729,0.405921777,0.401068702,Manchester United,10-04-2005,1,7447,0.392125818
7447,2,2,0,0.436329588,39,20,0,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7448,0.60252996
7448,11,3,0,0.436329588,27,20,,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7449,0.60252996
7449,7,3,0,0.436329588,42,25,,0.519510829,0.453272287,0.567672703,Manchester United,10-04-2005,1,7450,0.414473684
7450,7,3,0,0.436329588,8,44,1,0.3740625,0.338028169,0.338690237,Manchester United,10-04-2005,1,7451,0.275
7451,5,3,0,0.436329588,17,43,,0.396062729,0.374449339,0.338690237,Manchester United,10-04-2005,1,7452,0.411392405
7452,11,4,0,0.436329588,38,49,,0.384269068,0.338028169,0.338690237,Manchester United,10-04-2005,1,7453,0.25
7453,11,4,0,0.436329588,11,20,0,0.519510829,0.608734245,0.567672703,Manchester United,10-04-2005,1,7454,0.377292576
7454,11,1,0,0.436329588,36,46,,0.3740625,0.338028169,0.567672703,Manchester United,11-04-2005,1,7455,0.333333333
7455,8,1,0,0.436329588,45,46,,0.3740625,0.338028169,0.338690237,Manchester United,11-04-2005,0,7456,0.392125818
7456,4,1,0,0.436329588,17,20,,0.519510829,0.608734245,0.567672703,Manchester United,11-04-2005,0,7457,0.460992908
7457,3,1,0,0.436329588,10,20,1,0.519510829,0.608734245,0.567672703,Manchester United,11-04-2005,0,7458,0.377292576
7458,1,1,0,0.436329588,55,40,1,0.519510829,0.405921777,0.401068702,Manchester United,11-04-2005,0,7459,0.312859885
7459,1,1,0,0.436329588,28,20,,0.519510829,0.608734245,0.567672703,Manchester United,11-04-2005,0,7460,0.377292576
7460,2,2,0,0.436329588,28,36,1,0.384269068,0.405921777,0.401068702,Manchester United,11-04-2005,0,7461,0.392125818
7461,1,2,0,0.436329588,35,33,0,0.384269068,0.405921777,0.433519553,Manchester United,11-04-2005,0,7462,0.392125818
7462,9,3,0,0.436329588,42,33,0,0.519510829,0.453272287,0.433519553,Manchester United,11-04-2005,0,7463,0.392125818
7463,7,3,0,0.436329588,50,20,0,0.519510829,0.608734245,0.567672703,Manchester United,11-04-2005,0,7464,0.501858736
7464,7,3,0,0.436329588,35,20,1,0.519510829,0.608734245,0.567672703,Manchester United,11-04-2005,0,7465,0.60252996
7465,7,3,0,0.436329588,4,20,,0.519510829,0.608734245,0.567672703,Manchester United,11-04-2005,0,7466,0.60252996
7466,1,3,0,0.436329588,4,26,1,0.519510829,0.453272287,0.567672703,Manchester United,11-04-2005,0,7467,0.527075812
7467,0,3,0,0.436329588,28,20,0,0.519510829,0.608734245,0.567672703,Manchester United,11-04-2005,0,7468,0.60252996
